ds,yhat,yhat_lower,yhat_upper,actual
2008-02-25,48367.993649718104,37769.1518007427,59528.14901621204,50148.0
2008-03-03,49656.2950991474,38723.079453712104,60105.37144447436,51667.0
2008-03-10,48323.74645992044,37133.19722366853,59425.400341078166,48489.0
2008-03-17,46626.33168483159,35756.432852865284,57760.125532549566,48693.0
2008-03-24,46630.29998618987,36130.03604978199,57888.439437313,47016.0
2008-03-31,47616.73111537637,36483.174703916025,58573.376087169156,36569.0
2008-04-07,47462.40182819337,36922.48914869904,59148.85036987198,46281.0
2008-04-14,45758.33461994809,34986.85628953831,57209.09776523004,48144.0
2008-04-21,44373.90813515805,33472.529060381356,55077.63699767186,51297.0
2008-04-28,44836.96734751518,34408.11224644597,55586.73388655704,49252.0
2008-05-05,46185.30089496003,34911.59012020547,57044.26978432173,38475.0
2008-05-12,46218.94888152307,35381.52077267606,55462.09228089519,48525.0
2008-05-19,44468.78654700536,33463.624592574524,55286.837488229765,42111.0
2008-05-26,42886.49845947423,32838.83411453608,53636.13410945831,46218.0
2008-06-02,43296.01060012105,32607.536181325166,54417.48974983899,52190.0
2008-06-09,44974.728370581615,34175.49545559806,56118.63967883318,50509.0
2008-06-16,45600.67345186209,35122.56920515899,57056.00899305172,53774.0
2008-06-23,44342.54736137012,34112.1485871181,54812.696668804456,51460.0
2008-06-30,42956.882639540156,33120.820788704914,54086.7859174311,48936.0
2008-07-07,43308.73732612391,32529.84466883286,53936.64337028956,45538.0
2008-07-14,44513.40566582036,34330.79229171434,54976.822494158834,47456.0
2008-07-21,43631.57362225336,33018.72223486462,54775.128094172636,45948.0
2008-07-28,39391.47106778031,28055.70598813728,50341.80984028821,40031.0
2008-08-04,34368.671238590745,23030.15447791565,44988.758527110105,32189.0
2008-08-11,32682.462257221698,21154.197626474772,43524.909563068395,26582.0
2008-08-18,35691.328634840545,25082.173526811068,47832.21704121337,24612.0
2008-08-25,40661.21937327808,29035.67877911046,51739.41463728342,35220.0
2008-09-01,43837.21945664771,32609.530656012987,54655.74226598043,39023.0
2008-09-08,44184.517992766145,32698.818664605977,54954.63458807059,39001.0
2008-09-15,43594.49636910409,32532.156345300467,55944.90097956116,40527.0
2008-09-22,43893.11771007735,33054.27789056744,55044.116666724505,38781.0
2008-09-29,44684.82554304228,34053.74340967405,55304.783423052046,39271.0
2008-10-06,44469.03680121423,33262.36929228388,55596.03734971026,39284.0
2008-10-13,43043.38632179701,31949.44800555508,54100.48863253646,38199.0
2008-10-20,41819.21368004947,31219.225378475567,53332.504411669266,41002.0
2008-10-27,41857.25119554406,30659.13841759827,52385.62619671126,40589.0
2008-11-03,42604.66066156715,32107.91880771656,53948.40706458687,41169.0
2008-11-10,43112.30149797819,31915.546849894756,54715.43370689091,42068.0
2008-11-17,43713.71150343491,33282.78986735768,53965.11194100147,41342.0
2008-11-24,45250.81106671501,34823.05176319876,55693.38787208122,37959.0
2008-12-01,46533.564630099536,35705.98593817549,57673.05437433751,38139.0
2008-12-08,43979.14819608304,33380.235121387894,55360.97574533737,39071.0
2008-12-15,35296.1327299888,24294.732415370196,45875.84294063478,35380.0
2008-12-22,23584.64489062278,12209.466715985693,34425.13255346656,29069.0
2008-12-29,16393.628412466547,5232.79660171011,26776.97358630311,5481.0
2009-01-05,19357.575106941753,8085.2778985335435,30240.174617236662,622.0
2009-01-12,30602.578265974655,20509.777689394756,42167.81291837618,11438.0
2009-01-19,42121.24638751964,31410.43039883199,52626.6991984783,28325.0
2009-01-26,47065.866619519154,37310.185383405944,57682.0877276145,31351.0
2009-02-02,45466.06559247387,34933.85227540521,56355.36983455389,36359.0
2009-02-09,42709.87822026813,31701.38533198868,53613.83379146953,35440.0
2009-02-16,43135.093013207996,32480.710765882246,53805.66011878372,33768.0
2009-02-23,46025.36653192826,35048.190417633894,57100.52389134382,33466.0
2009-03-02,47795.944091401776,36985.27767887353,58795.719840455524,34111.0
2009-03-09,46826.49568840107,37022.79721992395,57413.900216608854,35917.0
2009-03-16,44983.96840656429,34256.77140801702,55654.70880708839,39101.0
2009-03-23,44651.523619862994,34283.24076260371,56391.205029145465,38080.0
2009-03-30,45621.63711187294,35175.48052725201,55987.079763360205,42896.0
2009-04-06,45781.00686749433,34288.89061884585,56674.00443669973,38399.0
2009-04-13,44259.42715261193,33600.4683387183,55065.025516647656,35547.0
2009-04-20,42652.71699235125,30747.860741155157,53365.8578015369,30500.0
2009-04-27,42780.11617350325,32066.640432361968,53553.92683968923,39213.0
2009-05-04,44136.380940910654,32830.37141399733,55029.79588784774,34439.0
2009-05-11,44520.078059413885,34122.65875653387,56023.39138107389,37693.0
2009-05-18,42994.89373408207,32145.627259145247,53555.25555655431,42467.0
2009-05-25,41200.19568324692,30278.385227063078,51719.10962000334,36561.0
2009-06-01,41223.678446868566,30498.056386644483,51813.62782226137,41570.0
2009-06-08,42838.82052888934,31970.044482984064,52563.3811241779,34635.0
2009-06-15,43792.94583174279,33620.83750760648,54207.95321430456,35236.0
2009-06-22,42801.26290718249,32373.335201278856,53258.17995482366,39937.0
2009-06-29,41255.877747944876,30347.134566808327,53063.52841166346,40180.0
2009-07-06,41266.06048855322,29911.8584947977,52403.04105715381,34619.0
2009-07-13,42516.301471620296,31714.006185773196,52579.10162635896,36270.0
2009-07-20,42199.50453896559,31681.184648989693,51954.680232095285,36205.0
2009-07-27,38476.58431062076,27232.121331551032,48735.144648937196,36848.0
2009-08-03,33276.823273120535,21958.19723289254,43913.0752179496,34759.0
2009-08-10,30770.00113937167,20171.705448389388,41382.66043573108,24983.0
2009-08-17,33043.37724580312,22380.242198583055,44262.7046477875,27104.0
2009-08-24,37969.00760703979,26358.019313197317,48434.60144088439,34838.0
2009-08-31,41648.64623119927,31311.440011942395,52656.393679446686,41138.0
2009-09-07,42416.67259051863,32378.219692729625,53429.73244042394,42441.0
2009-09-14,41813.40909183572,32175.59977895265,52777.48985734492,46039.0
2009-09-21,41914.548181361475,30076.44038961623,52639.9933863221,46283.0
2009-09-28,42731.214805120566,31668.113561868868,53642.50615549436,46232.0
2009-10-05,42769.811451941845,31519.872888137088,53906.686444440886,44040.0
2009-10-12,41484.30929010919,31573.11216793373,52942.55239233474,42381.0
2009-10-19,40106.511923102094,29648.715876027356,51059.01005185818,39820.0
2009-10-26,39916.0419092854,29519.507919797757,50180.82080280438,38750.0
2009-11-02,40624.27858078045,29935.945037327558,51564.99900657445,33979.0
2009-11-09,41195.3652642651,29989.340160887423,51319.00254125896,36489.0
2009-11-16,41700.66239935988,31017.52275948543,52362.45683666122,37777.0
2009-11-23,43071.02514239381,32421.71612013214,53241.88754466404,39491.0
2009-11-30,44621.39402790356,33691.55260377865,55584.29198233787,43385.0
2009-12-07,43025.616141505314,32096.8078975202,53756.488192219185,43950.0
2009-12-14,35392.005299261444,24832.63837432843,45975.48482269541,36207.0
2009-12-21,23732.62795085161,13083.464326911571,34896.43780683251,36954.0
2009-12-28,15166.029204262348,4709.287474888325,26138.116959638617,11519.0
2010-01-04,16207.441624611301,4946.017051649225,26687.59166032309,13637.0
2010-01-11,26462.12882647263,14303.074487029236,38091.27236865232,29023.0
2010-01-18,38574.70704772878,27686.304106765176,49132.234059844195,38402.0
2010-01-25,44915.10785714182,33736.70443231793,55655.08342119202,36500.0
2010-02-01,44168.71634652421,33279.46181166081,54978.283618051195,34426.0
2010-02-08,41185.16548711409,29747.07591280464,51765.573804033265,38042.0
2010-02-15,40943.84858721567,30118.386894116426,51701.42623980985,41154.0
2010-02-22,43640.51212323591,32619.383569451264,54948.35621359645,44168.0
2010-03-01,45837.33226700217,35127.7999846609,56403.56635664768,43183.0
2010-03-08,45300.0699712605,34913.27832923072,55682.45949326568,44924.0
2010-03-15,43398.090099182125,32843.23134137099,54854.86900627783,41628.0
2010-03-22,42720.23772706163,31598.77495051157,54003.12948280518,45196.0
2010-03-29,43596.62834774849,32615.298560176794,53902.71235617409,40678.0
2010-04-05,44038.15058573744,33382.26863835101,55483.81532341233,33336.0
2010-04-12,42757.10614657543,31676.415343137047,53144.651683160824,42460.0
2010-04-19,40994.19472789383,30516.696503913656,52048.995075357176,44671.0
2010-04-26,40767.83285754932,30059.473198186297,51776.864194944625,42891.0
2010-05-03,42052.47368418204,31678.551159487903,52566.67535827079,42835.0
2010-05-10,42752.2122889315,31969.760064891707,53855.95152806501,36677.0
2010-05-17,41510.973473895254,30099.05325631912,52075.519409769426,41725.0
2010-05-24,39579.150147229586,28714.31583390541,49628.74485314197,35395.0
2010-05-31,39208.49565626411,28156.71863983371,49704.84222735148,37406.0
2010-06-07,40678.79419113534,29602.31988296112,52025.73912891682,41247.0
2010-06-14,41914.68857219897,31331.169591645874,52756.49322102724,43565.0
2010-06-21,41239.9461637529,30860.489722954666,51136.88873408918,42502.0
2010-06-28,39612.02873209106,29003.239801092313,50256.93014864772,43637.0
2010-07-05,39270.865535908735,28291.963862417906,50515.626568670756,37984.0
2010-07-12,40466.47950775157,29386.46401779244,51440.630834873555,41656.0
2010-07-19,40647.28905100189,30987.738486255603,51971.149366141864,44816.0
2010-07-26,37507.646474610985,26493.82160762589,47551.317906223325,43589.0
2010-08-02,32277.132973831485,20976.942742367588,42552.84963808355,38206.0
2010-08-09,29022.750776663914,18249.53346259835,39400.21181758598,37416.0
2010-08-16,30485.191269164134,19506.462929128433,41593.82637715708,39915.0
2010-08-23,35230.00607181349,23879.313423247208,46824.58948316429,45265.0
2010-08-30,39357.43720616244,28709.465558862623,49529.73633437225,40803.0
2010-09-06,40603.79737002624,28646.232935384996,51536.71755595661,41179.0
2010-09-13,40061.48316101621,29066.675387238916,50520.39770047125,39444.0
2010-09-20,39963.467168361225,29256.306289171815,50177.04202673332,41681.0
2010-09-27,40749.613309888504,30065.47577017043,51639.37017243627,41576.0
2010-10-04,41022.65659137112,30291.520125311687,51789.46658072002,39871.0
2010-10-11,39943.90956738042,29169.49431953585,50286.812456555424,39105.0
2010-10-18,38480.16427782424,28435.467598022264,48837.879059285544,40760.0
2010-10-25,38070.929233014525,27676.012871269166,47882.4610543801,35158.0
2010-11-01,38722.4563781368,28244.299328407946,48873.761467808254,33917.0
2010-11-08,39381.470254695494,27970.444500223814,50364.79087037717,41026.0
2010-11-15,39849.976194542076,29551.40657457722,50750.912635004745,40313.0
2010-11-22,41057.29163567857,30632.72573258365,52057.677190401955,41423.0
2010-11-29,42781.900436054995,32015.175496720538,53685.52015099526,34541.0
2010-12-06,42060.31731596019,32064.521024364803,53214.03557500975,30038.0
2010-12-13,35560.64999749337,25344.93645739087,46344.54680660985,32511.0
2010-12-20,24218.921555146033,13707.130839178413,34302.83892886934,16533.0
2010-12-27,14525.281259016034,3378.881346480346,25439.684848271154,4492.0
2011-01-03,13653.614786782846,2254.4977578372846,24486.22488007685,10780.0
2011-01-10,22685.075339279214,11592.201246419823,33374.813149726026,32931.0
2011-01-17,35150.215358014604,24271.110437636682,46135.305740822565,39136.0
2011-01-24,42866.93275024319,31301.162755197314,53789.21001484566,41305.0
2011-01-31,43168.75109592984,32452.222743330072,53360.52963066611,44713.0
2011-02-07,40152.97788598129,29342.56819302573,51212.80958616665,48479.0
2011-02-14,39269.024287200395,27711.310192874134,50460.82291371743,50142.0
2011-02-21,41669.07653040234,31138.90403367592,52147.731535165505,48224.0
2011-02-28,44235.4497479628,34496.62688023918,55276.669667499395,48044.0
2011-03-07,44203.48117685705,33914.24538972958,55111.50119267139,49615.0
2011-03-14,42357.160453576216,31468.885870875456,53485.056861469784,47894.0
2011-03-21,41366.07375968732,29772.973541626987,52263.84532994144,52850.0
2011-03-28,42097.348110454084,30919.38690553453,52928.303982531346,51246.0
2011-04-04,42795.91736933323,32596.232031909673,53106.10418201535,53251.0
2011-04-11,41822.261979216,30945.60127523803,53047.72711618471,51896.0
2011-04-18,39998.135207375635,29560.49227523689,51770.012716629564,49237.0
2011-04-25,39438.955231237385,29615.020045570443,50978.11859639721,38859.0
2011-05-02,40597.93655421852,29608.5002388463,50504.793936727125,47349.0
2011-05-09,41586.24826354253,30309.261282614327,52489.281778864206,47191.0
2011-05-16,40695.54886634374,29030.54361470092,51768.16055835364,47904.0
2011-05-23,38729.45441639333,28511.955972981923,49569.31471747424,43790.0
2011-05-30,37996.491969326285,27173.163793537307,48750.897856823954,35083.0
2011-06-06,39268.7746454704,28852.136513283836,49718.54147132242,42012.0
2011-06-13,40747.576182590485,30385.835950084755,51768.06821862988,34744.0
2011-06-20,40446.167152442125,29087.69013031308,51426.06311780403,34940.0
2011-06-27,38839.13616381693,27572.155127836257,50186.15809270989,37923.0
2011-07-04,38178.988232148826,26904.093107646226,48112.67871845376,35654.0
2011-07-11,39250.90787108424,28558.683504233773,51134.87609016292,37923.0
2011-07-18,39867.19956032485,29023.72729186656,50486.65969987272,37043.0
2011-07-25,37373.72724913878,26185.366854629712,48187.09183170496,34266.0
2011-08-01,32276.573320465417,21445.708443878575,43194.33526329102,28821.0
2011-08-08,28392.407652991325,18157.994925509985,39982.97123325999,26303.0
2011-08-15,29014.51290723091,18554.396547960514,39822.10596561795,25838.0
2011-08-22,33463.24959995001,22491.058780830554,44043.584938563,32056.0
2011-08-29,37982.90831220214,26822.25837855941,47869.668833861484,34469.0
2011-09-05,39771.22294682055,29512.19565773893,50649.20608793715,34690.0
2011-09-12,39391.83088033244,28870.445864466357,50447.33721545421,35912.0
2011-09-19,39130.23469280679,27673.36753306253,49871.88949099335,35164.0
2011-09-26,39855.341816477114,28382.539885613925,50537.41692329101,35649.0
2011-10-03,40352.994388407285,30328.431406633852,51137.77730753188,34717.0
2011-10-10,39495.44179723345,28749.643840693636,49689.37079622485,36997.0
2011-10-17,37976.045290833696,27264.506305748673,48483.00637839106,34753.0
2011-10-24,37325.29180386927,27100.801687522937,48467.47283029867,32996.0
2011-10-31,37858.49092755922,26270.731956095406,49466.16603893023,30198.0
2011-11-07,38576.28845406888,27837.600974161116,48853.42246802846,41853.0
2011-11-14,39023.20900551398,28326.862655867255,50141.3565328783,41384.0
