VJAVKW_DT,yhat,lower,upper
2023-11-13,55299.8163515384,24724.141622936768,85875.49108014003
2023-11-20,55744.54156479842,24915.66686962926,86573.41625996758
2023-11-27,53496.85792772304,22416.845945234458,84576.86991021162
2023-12-04,53354.836035880035,22025.699841391262,84683.9722303688
2023-12-11,49485.0372622471,17908.742283988184,81061.33224050602
2023-12-18,47889.112528232436,16067.578397785303,79710.64665867957
2023-12-25,41886.4277412688,9821.530044934196,73951.3254376034
2024-01-01,55374.29963551345,21971.56156229991,88777.037708727
2024-01-08,60226.20344121317,26093.29889554125,94359.1079868851
2024-01-15,59115.799498660206,24477.898052053817,93753.7009452666
2024-01-22,60189.65602810303,25114.622740610394,95264.68931559566
2024-01-29,57976.9103253699,22470.12641563489,93483.69423510491
2024-02-05,59449.85071222053,23516.50342719131,95383.19799724975
2024-02-12,59412.85351218973,23057.947507629397,95767.75951675005
2024-02-19,58883.58620321567,22111.954010799782,95655.21839563156
2024-02-26,58215.326275718166,21031.637948869575,95399.01460256675
2024-03-04,59564.89590469918,21973.66792419665,97156.12388520171
2024-03-11,57226.607067458215,19232.210578291335,95221.0035566251
2024-03-18,56614.4033226286,18221.071765313645,95007.73487994354
2024-03-25,57023.79242031707,18235.62861273504,95811.95622789909
2024-04-01,56988.25876584128,17809.241485443396,96167.27604623916
2024-04-08,54955.59037240981,15389.580483218102,94521.60026160152
2024-04-15,54578.9848031325,14629.730967228184,94528.23863903682
2024-04-22,58072.791238126105,17743.935247168265,98401.64722908394
2024-04-29,58052.178133942914,17347.25989261346,98757.09637527238
2024-05-06,58140.02830423617,17062.490494294158,99217.56611417819
2024-05-13,58348.238424071664,16901.430874863298,99795.04597328004
2024-05-20,57616.11938991728,15803.30317867631,99428.93560115824
2024-05-27,58727.504904895395,16551.856207940946,100903.15360184984
2024-06-03,56426.20871117244,13890.822425130376,98961.5949972145
2024-06-10,54870.60031321251,11978.4934636217,97762.70716280333
2024-06-17,57105.690592827756,13859.80554591705,100351.57563973847
2024-06-24,56161.253318005605,12564.4608100181,99758.04582599312
2024-07-01,54563.75847561754,10618.860472795699,98508.65647843938
2024-07-08,55456.184761838675,11165.91716304994,99746.45236062742
2024-07-15,54828.84448317322,10195.879676136094,99461.80929021034
2024-07-22,53828.51866851985,8855.467949671402,98801.5693873683
2024-07-29,53611.71744927464,8301.133316491556,98922.30158205773
2024-08-05,54597.48605273476,8951.86437937036,100243.10772609917
2024-08-12,55083.480076011925,9105.262174033443,101061.6979779904
2024-08-19,55728.83172730457,9420.406306699799,102037.25714790935
2024-08-26,54592.6972294073,7956.402260471208,101228.99219834339
2024-09-02,53300.0008646084,6338.125349212787,100261.87638000402
2024-09-09,55541.26781148729,8256.05346897411,102826.48215400046
2024-09-16,55310.216864748305,7703.859737665851,102916.57399183075
2024-09-23,56497.14927617586,8571.8012606923,104422.49729165943
2024-09-30,55592.39956859772,7350.169874074752,103834.62926312069
2024-10-07,57479.23338298138,8922.18992486901,106036.27684109376
2024-10-14,56226.51812994655,7356.688859865055,105096.34740002804
2024-10-21,53223.797063964324,4043.171240569056,102404.4228873596
2024-10-28,53185.33892751763,3695.868331493737,102674.80952354152
2024-11-04,57528.07234275271,7731.672439058741,107324.47224644668
2024-11-11,55486.29996062697,5384.851010895858,105587.74891035809
2024-11-18,55803.60509665511,5398.95322446763,106208.25696884259
2024-11-25,54199.914680763555,3493.8728923305607,104905.95646919655
2024-12-02,54098.584073983075,3092.9332366080707,105104.23491135807
2024-12-09,51337.53750037405,34.027280915259325,102641.04771983283
2024-12-16,50198.86782364242,-1400.782410947475,101798.51805823231
2024-12-23,45916.03731151693,-5978.063006591612,97810.13762962547
