ds,yhat,yhat_lower,yhat_upper,actual
2008-05-19,14955.178952942702,11432.777748543078,18362.963815677776,15892.0
2008-05-26,14641.119366372901,11228.87199920377,17945.449763143748,14721.0
2008-06-02,14283.456285677295,10708.248394081085,17391.05517745545,16448.0
2008-06-09,14127.387459924572,11013.209759233168,17622.46514244537,14880.0
2008-06-16,14140.17850789977,10494.861453467844,17425.376938260088,13768.0
2008-06-23,14179.73611356175,10952.256732502352,17600.921355065344,14120.0
2008-06-30,14206.909977559833,10747.280327982411,17545.133576390515,14168.0
2008-07-07,14245.912744638854,10595.50786106365,17412.94828586256,14611.0
2008-07-14,14223.5740730284,10703.000729433625,17636.618982111813,14455.0
2008-07-21,14000.356817432023,10538.654394077328,17643.89579766604,14214.0
2008-07-28,13596.876964673782,10255.562317514139,17188.523257831388,13966.0
2008-08-04,13283.289438691112,9883.267028821234,16422.630381025258,15603.0
2008-08-11,13340.459478031127,9892.321825787194,16656.386047696684,14567.0
2008-08-18,13750.988351321137,10409.004049035764,17380.169314308354,13607.0
2008-08-25,14212.950340454981,10875.007247837664,17535.0047534631,16493.0
2008-09-01,14474.785020180349,10889.540809840608,17904.063269780927,15677.0
2008-09-08,14575.827520952864,11009.844717464122,17905.121292844666,16561.0
2008-09-15,14703.31486254286,11043.268911815163,18069.965345143864,16426.0
2008-09-22,14886.52195096753,11350.787726943885,18059.436904884762,17233.0
2008-09-29,14958.268162198561,11664.498627620542,18383.739943470424,16167.0
2008-10-06,14832.12996889669,11354.509367506309,18420.786815076677,15336.0
2008-10-13,14686.663118927374,11097.46901672975,18093.622103861737,15214.0
2008-10-20,14759.008080299735,11409.859501595047,18192.324570373676,14683.0
2008-10-27,15007.569596227513,11641.222780940141,18359.317260206684,14647.0
2008-11-03,15138.473680730825,11858.973612174303,18362.258904552134,14041.0
2008-11-10,15020.735564727982,11575.635843592157,18197.224272806026,14607.0
2008-11-17,14927.872808140279,11333.54918014146,18193.994666613136,14395.0
2008-11-24,15179.262610804146,11755.264866844831,18653.591824149422,13719.0
2008-12-01,15551.776804562312,12226.187576813454,19093.25972902495,13621.0
2008-12-08,15282.162948439025,11564.2967685919,18924.649282302013,14079.0
2008-12-15,13878.632556145263,10421.486256979908,17300.404775765215,14054.0
2008-12-22,11913.221429907986,8482.514292624455,15367.792915512053,13107.0
2008-12-29,10778.891529298975,7562.197485040339,14327.526422383355,7298.0
2009-01-05,11458.61889576276,8086.704431712318,15128.630895953249,2342.0
2009-01-12,13528.613576645232,10149.671404557419,17120.577480303447,11786.0
2009-01-19,15494.943823740032,12120.782663718606,18870.95499841786,14722.0
2009-01-26,16171.608782372286,12733.208791979943,19749.17328441961,14748.0
2009-02-02,15681.933604846226,12353.44275622597,19295.904215488652,14302.0
2009-02-09,15090.723145818227,11696.003140085619,18373.22407138807,15461.0
2009-02-16,15173.647562031281,11603.165863957238,18704.51395973123,15959.0
2009-02-23,15702.566190605608,12456.565701912792,19102.259804213245,13872.0
2009-03-02,15927.867639850336,12320.229810722645,19333.355818152784,14078.0
2009-03-09,15552.135260814675,12157.119925385181,18829.695275908525,13196.0
2009-03-16,15028.19299028842,11025.60902653887,18512.515624909625,12727.0
2009-03-23,14924.516741699632,11447.137441624063,18464.21143172883,13522.0
2009-03-30,15214.134775781366,11564.689745562358,18759.084098434378,14308.0
2009-04-06,15348.237782638302,11947.691090119391,18697.745468159177,12895.0
2009-04-13,14964.624754607024,11379.16911049691,18474.04930012035,13710.0
2009-04-20,14334.652640807279,10738.00797906102,17781.822233859475,11815.0
2009-04-27,14032.482268968146,10650.403223251995,17341.505158454045,14663.0
2009-05-04,14270.211904281563,10865.46316793002,17713.089316666756,10233.0
2009-05-11,14693.981706594339,11489.45351769674,18052.375804863044,13805.0
2009-05-18,14822.503325838412,11290.440560030787,18429.602809054624,14540.0
2009-05-25,14554.635983030801,10895.90185049415,18105.69045740536,12155.0
2009-06-01,14179.549560019172,10746.160103744747,17648.568291262643,15529.0
2009-06-08,13982.455087149021,10667.021895213982,17358.29502278204,11099.0
2009-06-15,13976.114436433021,10618.6163172804,17468.450958700618,12556.0
2009-06-22,14017.854270486936,10516.378808757228,17622.663249243684,12169.0
2009-06-29,14044.926425554348,10621.670401171112,17578.37497576636,13985.0
2009-07-06,14083.091202627738,10346.517010075846,17503.6171211097,13557.0
2009-07-13,14082.572763155827,10515.884180888337,17331.737132898787,11311.0
2009-07-20,13901.30454446594,10318.564326272592,17139.50844601098,12630.0
2009-07-27,13515.973691440588,9944.201931837039,16933.651892025868,13550.0
2009-08-03,13161.139819177448,9502.834511421373,16715.818245565693,14019.0
2009-08-10,13142.423298912583,9652.05116654147,16719.170296462973,12696.0
2009-08-17,13507.197174989538,10105.391365953563,16887.472700027985,12572.0
2009-08-24,13984.88543288579,10565.40091873285,17360.460790476456,12454.0
2009-08-31,14288.318638214914,10721.183133389111,17852.63072320365,13625.0
2009-09-07,14404.239592349248,11241.544717284762,17861.696920002276,12878.0
2009-09-14,14517.406818890542,10916.273542984585,17890.043054853148,12726.0
2009-09-21,14699.857955693069,11393.561293526343,18201.65057178837,15168.0
2009-09-28,14804.483887626217,11332.856211370014,18223.38355061699,14532.0
2009-10-05,14707.771475620759,11169.30868471745,18216.370052592905,11462.0
2009-10-12,14544.895633688224,10854.338207454655,18131.08117964878,14611.0
2009-10-19,14570.650532165546,10753.173888610807,18108.792476204224,15426.0
2009-10-26,14806.30407306584,11551.39147275043,17927.593907575727,14686.0
2009-11-02,14978.567550779368,11554.256122329432,18533.5134554306,12310.0
2009-11-09,14895.657616037519,11515.680660380402,18488.70083621472,14021.0
2009-11-16,14767.616445759259,11303.787379248539,18024.272571091515,14323.0
2009-11-23,14952.990630706121,11376.239854430874,18664.507012935024,14562.0
2009-11-30,15351.431007678066,11925.235883817832,18662.07645545517,13180.0
2009-12-07,15254.226608078898,11584.3221126827,18629.179714872134,13794.0
2009-12-14,14046.315408620703,10681.184130986241,17350.634139552974,14497.0
2009-12-21,12089.894496136933,8483.247051313729,15479.487780959356,13118.0
2009-12-28,10704.718142469319,7064.537058778944,14178.331412786336,7999.0
2010-01-04,11046.568505378717,7600.4414736479075,14532.795065499193,21813.0
2010-01-11,12962.341781995505,9194.934024087132,16278.331423432317,14150.0
2010-01-18,15062.538778833947,11595.500100334304,18818.549667908243,13009.0
2010-01-25,16001.777327329935,12798.135308754836,19572.79383515672,13819.0
2010-02-01,15654.656562236532,12255.021461666165,19277.202442494116,13636.0
2010-02-08,15000.486147775275,11314.81233396463,18466.54821230329,14490.0
2010-02-15,14950.683109306368,11489.007989787622,18580.72534998838,15028.0
2010-02-22,15453.385356231644,12071.92113205707,18786.965059215458,13048.0
2010-03-01,15777.903070372717,12353.906942377074,19160.661958364515,13397.0
2010-03-08,15493.549739737333,12049.957459109155,19063.59474457258,14102.0
2010-03-15,14945.660460736093,11755.438400635594,18559.044379840743,14015.0
2010-03-22,14747.157274697996,11607.090100866935,18061.922356480187,13306.0
2010-03-29,14999.52160230799,11800.410550058397,18941.889712418382,14001.0
2010-04-05,15203.213796099428,11806.404883837773,18360.552061162987,12708.0
2010-04-12,14910.425272923852,11312.60180052132,18426.1511107839,13501.0
2010-04-19,14281.885428198153,10909.474188613098,17513.561350432985,13881.0
2010-04-26,13888.232894112869,10568.91654492805,17220.020043806893,12836.0
2010-05-03,14042.194467462225,10752.49644181618,17630.290374225144,13408.0
2010-05-10,14472.737844380996,11282.443339574347,17634.635617135806,12069.0
2010-05-17,14676.016205045005,11069.83377841126,18433.199742217366,15363.0
2010-05-24,14464.807456807275,11066.592270713658,17758.312945184312,12668.0
2010-05-31,14082.188505764103,10413.584940827579,17271.31205628856,14826.0
2010-06-07,13844.049943321439,10265.188688037948,17423.818872166205,13580.0
2010-06-14,13813.270882254586,10308.485303669662,17274.666321725206,15251.0
2010-06-21,13855.198967817823,10494.378451287606,17143.625984646675,13954.0
2010-06-28,13883.558963969277,10373.291343539337,17142.66467060032,13450.0
2010-07-05,13919.37930317077,10288.8132706216,17588.342924781646,13656.0
2010-07-12,13935.474860310667,10504.043605673998,17349.20532881246,12756.0
2010-07-19,13794.939148525229,10260.821154664556,17251.684897078743,13277.0
2010-07-26,13435.79461500094,10051.973221633956,17064.466472090226,15087.0
2010-08-02,13050.487054885303,9494.091145712453,16493.6487303351,12302.0
2010-08-09,12957.589969551276,9365.341417620797,16391.92682011477,12627.0
2010-08-16,13267.044646624548,9770.971160904792,16592.064804680143,14193.0
2010-08-23,13750.399586863241,10463.596912640785,17239.34556863472,13173.0
2010-08-30,14095.261254324041,10614.681830937634,17590.888242350724,12820.0
2010-09-06,14232.944464875187,10606.844176958715,17654.345964532884,15113.0
2010-09-13,14334.427174042285,10805.019089021022,17792.724371610806,15320.0
2010-09-20,14510.65024481365,11212.841525238111,17986.34812254793,15455.0
2010-09-27,14643.448597281109,11150.864028065173,18264.122042448264,12982.0
2010-10-04,14580.896700775018,11159.452618000067,18024.554414543938,14328.0
2010-10-11,14409.868350711044,10988.597595027019,17783.86607452057,13993.0
2010-10-18,14389.939007332603,11145.818248004625,17721.107093545914,15121.0
2010-10-25,14602.792211916349,11186.811816936044,17718.41180854274,15321.0
2010-11-01,14809.243981413283,11625.821480448723,18311.572592798748,14171.0
2010-11-08,14768.594392521314,11369.386495945986,18604.13633869198,13816.0
2010-11-15,14618.717557177048,11091.444785469152,18208.96418386543,14680.0
2010-11-22,14735.441890288223,10974.02679660896,18320.591787315076,17309.0
2010-11-29,15135.132325324985,11740.989553699452,18585.270867191964,14801.0
2010-12-06,15187.99148979444,11734.282755629267,18748.916476816412,15077.0
2010-12-13,14187.20316278948,10789.082829788436,17550.773139958023,15260.0
2010-12-20,12285.184275978325,9036.20071115074,15607.044426895269,10843.0
2010-12-27,10689.482148579536,7319.277159620279,14027.016467476218,11620.0
2011-01-03,10688.388313080646,7479.609778804713,14074.27736438464,12746.0
2011-01-10,12401.793237193815,8636.041306179839,15832.502936143836,16704.0
2011-01-17,14589.438031381025,11042.188861581943,17926.813540589286,14906.0
2011-01-24,15787.649986406508,12147.231170417901,19072.711088944867,13982.0
2011-01-31,15617.888284553921,12299.74319770472,19146.31226581757,13712.0
2011-02-07,14932.496737150404,11697.32070486074,18241.451879991855,15099.0
2011-02-14,14747.36739751117,11449.851237535819,18217.869726709596,14646.0
2011-02-21,15197.528610811703,11694.416646384245,18720.950657148795,14693.0
2011-02-28,15606.108534096273,12017.80452351207,18829.41438991045,14033.0
2011-03-07,15425.764501857642,11920.292541636229,18687.535530156398,15238.0
2011-03-14,14875.883773685475,11764.289216753565,18164.704373294644,14939.0
2011-03-21,14586.035456722653,11137.309145511075,17900.98791885854,14717.0
2011-03-28,14783.176765370852,11379.567684084404,18272.094387795172,15232.0
2011-04-04,15040.468924056235,11759.258974784882,18533.051664036193,15145.0
2011-04-11,14844.269547881839,11324.972426522927,18377.51118205722,15670.0
2011-04-18,14237.42278440304,10766.582721414128,17502.65527409217,14896.0
2011-04-25,13763.234663229425,10463.285719732348,17016.20627965575,13939.0
2011-05-02,13823.672491434598,10376.169987075573,17255.482692343732,15581.0
2011-05-09,14243.240937241086,10728.867344099433,18047.559090993087,15086.0
2011-05-16,14515.007487239,11170.514697946985,17973.772704188614,15262.0
2011-05-23,14369.349077391122,10802.759797965102,17602.791027123614,14169.0
2011-05-30,13990.25434469888,10487.461041687504,17300.520373002128,13786.0
2011-06-06,13712.842306871864,10331.508006106254,17305.334000114603,13868.0
2011-06-13,13652.531280314888,9956.665143412323,17125.979312618103,12563.0
2011-06-20,13691.737445041597,10453.802760380337,17131.112268127443,12152.0
2011-06-27,13722.597254234366,10299.894445112486,17206.155695172325,11726.0
2011-07-04,13755.434377371615,10286.096025651397,17317.845891139357,13189.0
2011-07-11,13783.192008052749,10320.467518975764,17300.689765228963,13655.0
2011-07-18,13680.814336004381,10389.616584654139,17127.173128210416,13177.0
2011-07-25,13354.363696798768,9855.629285121886,16858.830093526474,12392.0
2011-08-01,12949.781386955054,9685.750344416614,16521.864369597602,13095.0
2011-08-08,12786.62327370667,9138.02326622283,16395.318761229846,13568.0
2011-08-15,13032.6852560442,9677.565538222336,16473.882649258165,12376.0
2011-08-22,13510.726052622704,9888.156102544957,16928.795469031742,13637.0
2011-08-29,13894.852001380446,10462.480673347323,17218.10652941159,13200.0
2011-09-05,14060.707606506678,10923.956196579678,17732.35195234868,13803.0
2011-09-12,14154.58203449686,10589.33169926207,17850.259508141982,14064.0
2011-09-19,14320.18079238383,11005.226251681725,17734.94797245976,14533.0
2011-09-26,14475.420719823693,11106.196822949769,17827.249855895356,14626.0
2011-10-03,14449.989375304363,10792.436479246619,17977.61072781963,15854.0
2011-10-10,14280.20356573845,10845.65961982384,17607.896895145524,14807.0
2011-10-17,14217.680515238388,10791.121014474098,17649.186339898737,14612.0
2011-10-24,14399.11543837962,10911.403701955287,17735.251560070876,14327.0
2011-10-31,14630.845081414953,11248.633529420627,17904.762277701782,13528.0
2011-11-07,14637.22945280021,11035.599323703327,17999.01827349105,14365.0
2011-11-14,14479.363559946843,10901.376364803835,17706.420664059104,14091.0
2011-11-21,14528.941530451737,10919.781961496103,17654.732568891017,15299.0
2011-11-28,14908.142192255233,11653.387635996067,18255.849251113053,14494.0
2011-12-05,15085.650888891887,11615.676899263653,18634.434396967477,14929.0
2011-12-12,14296.14861494448,10799.052598727822,17524.771734401424,14904.0
2011-12-19,12489.908906111054,9204.633692019688,16029.790666127526,12208.0
2011-12-26,10728.531973381054,7126.991902980585,14293.852768268247,10215.0
2012-01-02,10388.928753285743,7206.958918269008,13754.01595215229,13478.0
2012-01-09,11857.012760557327,8255.851350208794,15375.407475146068,15100.0
2012-01-16,14081.511056615907,10469.00213989478,17366.944430116328,15661.0
2012-01-23,15526.233784191674,11942.226033889656,19055.169833044958,14784.0
2012-01-30,15564.275952758906,12264.719260446283,18961.793998632056,13527.0
2012-02-06,14883.196903317576,11600.300216300557,18414.201372908225,14926.0
2012-02-13,14566.758906920593,11147.451558538216,18012.937049436587,12315.0
2012-02-20,14939.87379760318,11400.796137811774,18420.361186112143,15191.0
2012-02-27,15413.138344652218,11706.056495664181,18905.449430992292,15470.0
2012-03-05,15344.952963592808,11767.022686333867,18736.500794068947,15832.0
2012-03-12,14815.680185662655,11595.13972108716,18415.467337263497,16067.0
2012-03-19,14442.472488266247,11009.910696132967,17812.08844456063,15768.0
2012-03-26,14569.000271148301,11088.711995032916,17925.51809855324,15096.0
2012-04-02,14861.53070142739,11505.767085428146,18332.80207492549,16808.0
2012-04-09,14763.485754579815,11476.70705541583,18331.154870606395,15708.0
2012-04-16,14197.647383006908,10527.009226713288,17920.821768453112,17048.0
2012-04-23,13657.060946012372,10030.649390160257,17323.284456962014,14408.0
2012-04-30,13617.585622458064,10298.08957702803,17180.051427433544,13685.0
2012-05-07,14008.263402375194,10639.048195617535,17367.07349194969,15075.0
2012-05-14,14339.301454165647,10969.5508527981,17768.746209749046,15576.0
2012-05-21,14266.038332368398,10685.811409830307,17784.835132643904,15280.0
2012-05-28,13902.287909986326,10493.371530940669,17456.102954900085,12952.0
2012-06-04,13589.263906977254,10160.654380976193,17023.80960319344,15500.0
